留言內容,答案
 好可憐，垃圾酒駕，都去死,1
 嗯..對 現在吸毒開車也很多,0
 這種垃圾直接都死刑吧,1
 守法的人都被這種人害到,0
 幹 立委還不修法整天只在那邊抹黑抹屎拉低,1
 台灣水準,1
 給我一杯酒～再給我一台車～,1
 十萬交保.....,0
 什麼設計師 路邊冒出來都可以叫設計師喔,1
 酒駕都垃圾,1
 這種悲劇要發生幾次執政黨才願意重,0
  少在那邊亂下標,0
 視問題......,0
 怎不去死一死,1
 霸凌傷人交保要150萬，這種只要10萬,0
 幹 連坐罰好嗎 明知他喝酒還讓他開車的都推,1
 了一把,0
 酒駕垃圾怎麼不直接判死,1
 逼哀,1
 酒駕內閣林峰正谷辣斯表示,1
 為什麼不是撞死立委?!因為他們都開車,1
 酒駕問題連選舉前都沒人敢提了，很慘,1
 酒駕就是殺人啊…,0
 洗學歷仔,1
 10萬交保呵呵 關個十年起吧,1
 樓上 洗學歷這種話你講的出口是嗎,1
 我朋友都走了 你還有良心？,0
 酒駕垃圾去死，幹,1
 不是該罵酒駕 講死者幹嘛？？？,1
 酒駕去撞有前導的大官好嘛 垃圾,1
 近行政院上班囉,1
 真心希望是法官的兒子被撞死,1
 幹他媽垃圾酒駕，幹！,1
 酒駕就是垃圾啦 死一死,1
 酒駕殺人者應被貨櫃車碾過,1
 幹你娘  什麼時候酒駕直接依殺人罪起訴,1
 那就是謀殺啊幹,1
 相信我，DPP不會改,1
 沒死立委都不會有用啦,1
 酒駕垃圾,1
 酒駕死刑！！咦？罰到立委了？,1
 沒用 立委會裝死不處理,1
 不受酒精影響？所以是蓄意的？那就是謀殺,0
 很好，不受影響，那就代表你根本就是要殺人,0
 酒駕撞死人10萬交保，成大循環師反擊,0
 霸凌150萬交保…,1
 幹,1
 說洗學歷的腦袋正常嗎？,1
 推,0
 大家不如打個電話施壓地區立委好嗎？在PTT,1
 抱怨只是笑話,1
 不受酒精影響，那就是蓄意殺人摟？,0
 高調,0
 不受酒精影響，所以是蓄意的囉？,0
 撞死人10萬交保、成大殺人未遂150萬交,0
 保還被限制外加每天警局報到…難怪總,0
 不受酒精影響那是故意殺人咯,0
 是輾死的…,0
 垃圾酒駕,1
 垃圾人渣低能賤畜去死一死!幹,1
" 都變低能了,連腦都影響了,還沒影響",1
 垃圾,1
 只修法對超速 卻不敢修法重罰酒駕,0
 草泥馬成大那個120萬交保，酒駕撞死人1,1
 0萬，草泥馬台灣,1
 垃圾,1
 喝酒開車就跟鄭捷一樣，為何不能死刑？,1
 哈哈酒駕殺人10萬交保，鬼島啊,1
 那用棍棒爆打你的頭會不會影響健康？,1
 重判一年，出獄後接任發言人,1
 可以當發言人,1
 民退黨用酒駕犯當政府門面 棒不棒~!!,1
 民退黨用酒駕犯當政府門面 棒不棒~!!,1
 酒駕人渣,1
 酒精不影響所以你是故意的？？,0
 幹嘛強調學霸，頭腦好的命比較值錢？,1
 廢物重機亂騎 四輪大爺替天行道而已,1
 酒駕：政府官員優良示範 沒事ㄦ 再喝一,1
 買車上路不管2輪4輪，都是有風險的，請多,0
 愛用大眾交通工具,0
 酒駕是台灣價值呀 看看政院發言人,1
 所以我說那個設計師的名字呢,0
 世上垃圾何其多…唉…,1
 之前連署過好幾次了 政府一直裝死,0
 快點申請dpp黨員 應該就緩刑了,1
 十萬交保 反觀被霸凌的150萬 幹,0
 10萬元 ㄏ,0
 酒駕都可以當發言人又濫用法扶  法扶,1
 了，期待酒駕能有什麼自我要求？,0
 台大不EY,1
 撞死個台大的，真的可惡，嘻嘻,1
 綠畜黨的最愛，酒駕設計師,1
 沒撞到那群立法的，不會改,1
 立委繼續無視,1
 酒駕發言人是女生+原住民，政治雙重正確,1
 年底藍綠都不投,0
 立委不修法，法院又輕判放行，垃圾鬼,1
 島，酒駕天堂,1
 不影響?那就是蓄意囉?,0
 10萬交保 笑死 蔡政府還說要司法改革？,1
 台灣就是酒駕和虐童刑罰太輕,0
 說女友也有錯的人真的好笑www硬要扯www,1
 修法再重，法院都輕判有屁用,1
 每天都在發生的事情 立委諸公卻不修法,0
 台灣法律 公平正義,1
 法條不先生出來  法官是怎麼辦,0
 垃圾,1
 噓用過失傷害起訴,0
 垃圾,1
 行政院發言人應該發表一下專業意見,1
 都開到對向車道了，不影響開開咧，去死,1
 啦,0
 人渣死全家,1
 酒駕到底要不要嚴懲啦,0
 不影響就是蓄意殺人囉? 酒駕真的垃圾,1
 先問問台灣價值哪邊高,1
 酒駕都垃圾啦,1
 這罰很重，我看一年應該有,0
 不受酒精影響，那就是謀殺囉,0
 呵欠 大概又沒事了吧,0
 既然自己說不受影響 那就是蓄意殺人,0
 渣,1
 認真覺得酒駕大概只有柯文哲當上總統,0
 才有解 因為他的學生就是被酒駕撞死,0
 最後搶救無效死在柯面前,0
 明明就隨機殺人  過失傷害是三小？,0
 酒駕撞死人 10萬交保 反觀那個150萬交保,0
 的 鬼島,1
 https://i.imgur.com/bAAaPpe.jpg,0
 酒駕罰繳稅兩倍好了,0
 立法委員都是縱容酒駕的垃圾?,1
 扣拉屎：,1
 法律做不到 就自己動手啊！,0
 不受酒精影響?那就是蓄意殺人囉,0
 乾...又一個人才被垃圾害死,1
 有法律素養的廢物來說說有什麼方法可,1
 以逼立委修法,0
 喝酒不影響垃圾 這人原本就是垃圾啦,1
 可以當發言人 讚讚,1
 到底啥時要重罰酒駕  垃圾官員立委們,1
 幹 又是酒駕,0
 喔 民進黨怎不敢加重罰責？一堆罪加,0
 十倍都嫌少 改來改去最低都超輕 偏偏,0
 每次都罰最輕,0
 甚麼時候酒駕才要修法阿,0
 酒駕到底什麼時候要死刑馬的,1
 才10萬交保，淦，垃圾酒駕,1
 不是撞法律人 可教化,1
 以後大麻開放後 多一個磕大麻開車撞,0
 死人,0
 幹不是很多人很有法學素養 怎麼不吭聲,1
 法律系不要念了 去做粗工啦,0
 馬的 44歲酒駕人渣賤狗 幹你娘,1
 幹你娘,1
 垃圾,1
 酒駕都應該死刑 幹,1
 媽的 酒駕殺人比殺人罪還輕 無法接受,1
 說得沒錯啊，幹，酒駕根本就是殺人,1
 去看看藍綠政客有幾個酒駕紀錄的人渣，,1
 難怪死都不敢改鞭刑,0
 對欸 自稱不受酒精影響 那就是故意的囉?,0
 真的垃圾,1
 除非酒駕撞死高官全家，不然不會修法,1
 酒駕殺人10萬元交保，這什麼垃圾法律,1
 立委：我也可能撞死幾個 罰則越輕越好,1
 撞死人才10萬交保？,0
 一定是超速啦,0
 唉,0
 酒駕就是垃圾,1
 酒駕執意開車就有殺人意圖了啊,0
 這個10萬交保，一樣姓林,1
 成大那個150萬交保,0
 上面噓十萬交保的是不是不知道十萬交保,0
 是什麼意思啊？,0
 那裏根本不能左轉 要開往前走迴轉道,0
 開車不受酒精影響那你還撞死人，你是故,1
 意撞他的？,0
 同席喝酒沒勸代駕或搭小黃的一起下地獄,1
 人渣,1
 幹設計師是能拿什麼賠人家台大,1
 阿童就算酒駕以後還是一堆腦殘支持,1
 這種的10萬交保？？？150萬那個到底是,0
 得罪誰,0
 到底什麼時候要修法酒駕致死視同蓄意殺人,0
 酒駕傷人或致死應該要朝故意犯判,0
 酒駕炒房一律死刑,0
 操 酒駕真他媽的狗,1
 酒駕真的是殺人 真的很恨這些人,0
 酒駕撞死人10萬 成大體循師150萬 媽的檢,1
 調大腦都被活摘了事不是！,1
 有夠垃圾,1
 幹酒駕都垃圾  沒死刑也不得好死,1
 酒駕人渣噁心,1
 10萬交保…反觀…,0
 立委：什麼？沒看到~,0
 媽的廠商招待  酒後開車   很像營建業,1
 的設計師會幹的事,1
 結果最後被自己前輩撞死  RIP,0
 酒駕應以殺人罪送辦,0
 支持酒駕唯一死刑,0
 酒駕一定要修法,0
 酒駕垃圾,1
 成大砍人員工要150萬，這個只要10萬^_^,0
 酒駕又沒怎樣，還可以當政院發言人呢,1
 希望酒駕重罰,0
 幹他媽土木工程 人才一個被這樣糟蹋,1
 雞拜議員、立委要修法了沒？,1
 日你先人，什麼叫喝酒不影響開車,0
 真的很可惜,0
 台大高材生就這樣沒了，酒駕去死,1
 寧可殺死對方也不要等司法判決,1
 垃圾人渣殺人都沒事，成大被霸凌的林姓,1
 技術師還被羈押要求150萬保釋金,0
 支持立法 -->酒駕要重罰 酒駕肇事=蓄意傷,0
 (殺)人,0
 誅九族啦,0
 人都死了10萬交保？,0
 可以當發言人,1
 垃圾酒駕 幹你娘,1
 酒駕殺人10萬交保，台灣司法呵呵,1
 https://www.ettoday.net/news/20181007/,0
 發言人自己都酒駕了你期待他們修法？？,1
 垃圾酒駕撞死國中同學，設計師沒錢叫計程,1
 在台灣酒駕殺人無罪 鬼島犯罪天堂,1
 車？,0
 難過,0
 重判2年,0
 台灣政府再繼續擺爛啊  這不會是最後一件,1
 酒駕可以先列入殺人嗎,0
 酒駕真的是殺人，但法律上卻認為當事人沒有,0
 主觀意識,0
 酒駕超多的,0
 哭了 這種悲劇什麼時候才會被正視,0
 根本隨機殺人犯啊,0
 酒家死刑,0
 酒駕死刑,0
 酒精不影響開車？國中生物0分？,1
 酒駕都可以當發言人了 要修法比登天還難,1
 唉。  未可限量的年輕人....,0
 狗雜碎去死,1
 幹你娘直接死刑好嗎,1
 酒駕可以唯一死刑嗎？倘因國際人權意`,0
 坡鞭刑可以參考嗎？加重罰錢沒用啦！`,0
 奪命白色CRV幹掉多少人了 死角的休旅一堆,0
 人開,0
 酒駕根本是蓄意殺人,0
 酒駕死刑,0
 人渣 廢物 社會害蟲,1
 酒駕者在台灣能當政府發言人欸，嚴重,1
 反正在這邊罵 酒駕還是爽爽過一生,1
 嗎？,0
 歡迎加入民進黨,1
 沒用啦 要到哪天死的是高官兒子才有用,1
 竟然有人檢討女友？三小觀念？,1
 垃圾酒駕,1
 酒駕廢物,1
 人渣酒駕,1
 酒駕發言人: 酒駕立委:,1
 不受酒精影響，所以是蓄意殺人嗎？,0
 真的是人渣,1
 酒駕=殺人無誤,0
 媽的台灣到底要不要修法啊,1
 啊啊啊 還要死幾個人 僥幸是起因 不是厲,0
 節哀吧 法律不是站在你這邊,0
 嗚嗚嗚嗚,0
 台灣需要私刑正義,0
 法可以修補的 至少抓到要自費保管車輛吧,0
 看蔡英文什麼時候被撞死就會修法了,1
  一個月以上 影響生計用社服替代 才能達,0
 乾你娘 10萬交保 TMD,1
 到警示,0
 都可以當發言人了，還能期待政府修法,1
 放心 立委 民代很多都有酒駕 不可能修法重,1
 判,0
 民飢黨發言人表示沒什麼,1
 被撞的痛只有當事人了解吧,0
 問dpp瞜,1
 幹 到底酒駕什麼時候才要重罰，一堆垃圾,1
 反正只要不是死刑或無期 都沒幾年就能假釋,0
 出獄,0
 一般來說 殺人是重罪 但你只要喝了酒 在去,0
 撞死人 就沒啥事,1
 一定會有報應,1
 等哪天有鄉民決定多喝點然後對立委來這套,1
 就算是蓄意的 也沒啥事 因為你只要酒測值,0
 很高 就能輕判,0
 那時候就真的精彩了,0
 DDP睡著了...,1
 撞死人為什麼可以交保 嘛的,1
 https://montagg.io/f/PWktnxTZw,0
 酒駕=垃圾,1
 垃圾酒駕,1
 酒駕就去死一死 沒什麼好說的,1
 也不能全怪別人 台灣人選的民代 水準低的,1
 居多,0
 也算是共業,0
 明知是8+9或黑道 也是投得很開心,1
 酒駕需要重判,0
 垃圾酒駕去死,1
 立委的罪過,1
 修法啦 幹,1
 高等知識分子可不是說生就生的出來的，,0
 糞校生的命根本不應該等值,1
 立委常常要飯局 應酬 如果沒助理載 就只能,0
 酒駕了,0
 什麼時候才要修法？,0
 怎可能修法拿石頭砸自己腳,1
 有悔意可上訴,0
 等你們都投胎 也很難修法,1
 幹你娘這樣10萬交保，成大要150萬,1
 沒影響那不就是故意的??殺人罪吧,0
 垃圾酒駕,1
 低能政府不會把酒駕當殺人罪的，因,1
 為立委也天天酒駕,1
 真想修法的話 得先把對的人用正確的方式,0
 塞進整理乾淨的政府中 樓下覺得還要多久?,0
 垃圾酒駕怎麼不自己去死,1
 為什麼可以戴口罩,0
 垃圾民進黨,1
 垃圾政府不會修法的，放心,1
 操操操操操操操,0
 乾，看照片都一陣心酸，養孩子很累,0
 沒事，酒駕通常可教化，死人沒人權,0
 不受酒精影響？那不就蓄意殺人？,0
 垃圾酒駕,1
 什麼時候反酒駕上街頭?我願意參加,0
 人渣,1
 酒駕去被活摘器官啦,1
 酒駕殺人 10萬搞定 台灣真的是犯罪天,1
 可以趕快改謀殺罪嗎？宣導這麼久，也那麼,0
 堂,0
 多案例。,0
 台灣真是酒駕新聞不斷，看了一肚子火,0
 酒駕就是垃圾,1
 垃圾無能政府,1
 酒駕真的垃圾馬的,1
 這種垃圾可以不要害死人再來別人靈堂前,1
 哭跪嗎！,0
 去問問行政院發炎人啊,1
 我2幾歲到現在沒透過任何一張票，有人,0
 成功讓酒駕罰則重20倍林北就投他,0
 官員都在酒駕了怎麼會修法呢,1
 被80的沒殺到人150萬交保，垃圾人渣酒,1
 駕重罰10萬,0
 又是酒駕......,0
 酒駕直接死刑,0
 酒駕撞死人10萬，被霸凌傷人150萬，台灣ㄏㄏ,0
 政府到底在幹嘛?還不快修法,0
 dpp也支持酒駕，台灣沒救了,1
 DPP發言人可是酒駕呢！死老百姓閉嘴啦！,1
 文組撞死理組,0
 在鬼島不敢騎機車開車,1
 可惡,0
 這酒駕去DPP一定有官當，不用擔心^^,1
 酒駕的當發言人,1
 資進黨已經表態得很清楚了......,1
 可以支持的就投吧,0
 坐領高薪、得到法扶資源喲^^,1
 酒駕殺人應該也要判死刑吧,0
 繼續犧牲無辜的人民的生命,0
 民進黨新的發言人,1
 酒駕都可以當行政院發言人了,1
 可惡,0
 趕快去當DPP黨員、申請法扶律師當你辯護,1
 ，民進黨會保你全身而退，只要你儲值台灣,1
 價值,0
 行政院發言人酒駕照樣能當 漂亮,1
 明顯道德瑕疵 只有死刑唯一解,0
 這種垃圾 垃圾 垃圾！,1
 立委：爽啦 調高刑度 我怎麼選民服務,1
 蓄意殺人 給他罰到死,1
 幹他媽的酒駕垃圾,1
 酒駕的可不可以關個20年再出來啊幹，我寧願,1
 酒駕垃圾,1
 寧願花錢養廢物送進監牢裡 也不想再讓廢物,1
 殺害無辜的人了！,0
 垃圾政府死不修法,1
 去死吧,1
 學弟 RIP...,0
 這種歪風真的沒有辦法了嗎？,0
 這樣10萬交保，成大葉克膜要150萬，幹你娘,1
 DPP根本倡導酒駕耶 真的是垃圾,1
 酒駕都能當總統府發言人了,1
 不受酒精影響 那就是蓄意殺人了幹,0
 酒駕真的很可惡 根本蓄意殺人 用過失致,0
 幹 又是一個酒駕王八蛋！,1
 死真的是便宜了,0
 酒駕是明知不可為而為之 真的是吼,0
 選我黨立委酒駕砍一隻腳,0
 蓄意殺人 垃圾,1
 總有一天會撞死高官的子女然後修法,0
 人渣,1
 酒駕就是殺人犯、垃圾,1
 無法理解酒駕是什麼的文盲,1
 幹 酒駕就是廢物,1
 酒駕比照美國一級謀殺,0
 唉酒駕應該用故意殺人好不好,0
 酒駕，大客車，小黃，台灣亂源,0
 垃圾酒駕,1
 立委自己也愛酒駕不敢修法,0
 酒駕就是人渣,1
 新北垃圾台男殺死國家棟樑 可撥,1
 撞死人理由一堆，支持廢除死刑的又不是,0
 你家出事,0
 被霸凌者的人傷害霸凌者是150萬交保,0
" 為什麼撞死人是過失""傷害"" ?",0
 酒駕撞死人的10萬交保  沒天理,0
 合法殺人 臺灣奇蹟,1
 馬的畜生。酒駕根本蓄意殺人。幹。垃圾立委,1
 誰提案修法我下次全力支持。草泥馬的,1
 支持酒駕致死唯一死刑！,0
 酒駕都垃圾,1
 立委的最愛！酒駕 ！台灣特產呢！！,1
 酒駕內 文化部還不趕快把部長職位奉上,1
 為何是過失傷害不是過失殺人或蓄意殺人,0
 民進黨全面執政,0
 垃圾!!!,1
 沒有過失殺人啦…只有過失致死,0
 法律上只有 故意殺人，過失致死,0
 交保只需十萬 到底什麼時候要修法？,0
 可以加入DPP當發言人,1
 感覺民進黨可以堂堂正正將納入發言人人選,1
 台灣酒駕無罪啊 沒人在乎,0
 投藍綠兩黨就是支持酒駕無罪,1
 勇迷開放大麻之後就會呼麻駕車了,0
 我認真 什麼時候引入鞭刑,0
 然後到時候又會呼麻不影響開車,0
 好爽喔 殺人記得要喝酒喔 酒駕萬歲 千萬不,1
 要修法 老百姓太多 不殺一點 有錢人錢太多,1
 不過本案，應該是不能安全駕駛的公共危險,0
  想殺人就靠酒駕,1
 罪跟過失致死，過失傷害想像競合，懷疑記,0
 者沒抄完整,0
 我們立委跟議員都不修法，替自己留後路..,0
 立委都帶頭酒駕怎麼可能會修法,1
 民進黨德政再現,1
 鬼島就是酒駕天堂...唉 真的可憐,1
 酒駕好朋友,1
 一堆下賤台男硬要酒駕殺人,1
 媽的垃圾,1
 酒駕殺人 DPP推了好幾把,1
 政府就不在乎酒駕啊，酒駕都可以當發,1
 言人，有差嗎,0
 重判緩刑兩年,0
 政黨忙選舉沒空管人民,1
 酒駕島不ey,1
 土立土及酒駕,1
 啊就隨機殺人啊下一個被殺的是誰,0
 酒駕渣怎麼都專門撞高材生,1
 執政黨DPP倡導酒駕呀！死老百姓閉嘴啦,1
 雜種立委跟議員要出來選民服務了,1
 一堆律師會搶著幫酒駕人渣辯護的,1
 不是酒精影響 還能開車撞死人那是什麼?,0
 原住民KOALA：我酒駕 我有權找免費律師,1
 拼酒文化的問題更大吧～,1
 沒事啦，撞死的又不是法律人,1
 垃圾,1
 酒駕黨粉絲  無罪定讞,1
 酒駕就是垃圾,1
 我們公正的法官一定會重判8.7個月,0
 去你的酒駕 垃圾 怎麼不去自撞死一死,1
 哭了，酒駕去死幹你娘雞掰垃圾敗類,1
" 看了很難過,但是廢死的假道學敗類會無視",1
 看看某發言人ㄎㄎ,1
 DPP: 酒駕超棒的阿！適合當我們的發言人,1
 不受酒精影響，所以是故意殺人？,0
 臺灣是酒駕天堂，罰二年是怎樣,1
 綠共價值 : 千杯 千杯 再千杯,1
 小孩已經夠少了 還一直撞死......,0
 同意樓上 辯解酒駕影響 那就是蓄意殺人,0
 幹你娘垃圾,1
 0.7已經茫了吧,0
 為什麼到現在還在縱容！幹幹！！,1
 垃圾酒駕人渣,1
 垃圾酒駕真的該一槍打死,1
 酒駕10萬 成大那個150萬 偉哉鬼島,1
 垃圾  垃圾,1
 台北意外嗎？一堆酒駕垃圾,1
 開車不受酒精影響，所以撞死人是規劃,0
 以久的謀殺還是臨時起意想殺人？,0
 民進黨古辣斯表示沒關係,1
 幹 酒駕到底要不要修法啊,1
 垃圾 判死刑吧,1
 垃圾一個,1
 成大案150萬交保，這案10萬，有沒搞錯,0
 廢物政府解決不了酒駕的問題,1
 喝酒進步黨最愛,1
 幹你媽的十萬,1
 過失傷害? 怎不是殺人罪起訴,0
 成大案150萬交保，這案10萬,0
 酒駕處罰真的很低 明明就是會造成嚴,0
 重後果的行為啊,0
 要不要直接禁酒比較快啊 反正酒對人,0
 類社會百害無一利,0
 酒駕就是垃圾幹,1
 罪太輕。這些酒駕永遠不怕...,0
 23歲 很年輕...,0
 要被重判了,0
 DPP嘻嘻,1
 我爸也被酒駕撞過，幸好有路人幫忙攔,0
 阻肇事者。酒駕真的要鞭刑。,0
 在台灣酒駕能當發言人,1
 拜託一命換一命 垃圾,1
 太可惡了,0
 明天來候補當行政院發言人,1
 鄉民最可悲的就是只在出事時會批罰太輕,0
 沒出事時你以為法律就不在嗎 一直都在啊,0
 平常沒人幹立委幹行政院 出事了再來罵,1
 罵完之後大家心情舒爽了就忘了 等下次囉~,0
 吵起來吵起來,0
 酒駕垃圾還可以當政府發言人呢,1
 八卦酒空-1,1
 酒駕垃圾真的可以去死一死，殺人狂,1
 酒駕垃圾,1
 幹 酒駕殺人10萬交保，成大被霸凌的,1
 體外循環師150萬元交保偉哉政府,1
 9+74,0
 幹同個補習班的學弟...真的應該遊街然,0
 後在西門町直播凌持..,0
 剁懶叫也不影響開車啊,1
 酒駕都能當發言人 你還奢望政府什麼,1
 可能是下一屆發言人,1
 酒駕唯一死刑謝謝,0
 兩萬交保,0
 DPP:可以來當行政院發言人喔 啾咪~,1
 設計什麼的設計師啦,0
 幹...真難過，還有大好明天就沒了...,0
 十萬交保  成大體循師表示......,0
 幹一命抵一命！！,1
 酒駕垃圾罰再重也不為過,0
 DPP酒駕黨:酒駕好棒 賤民死幾個有啥,1
 這個十萬交保 成大被霸凌的要150萬,0
 酒駕可以直接槍斃嗎 操,1
 重判3年 緩刑 可易交罰金,0
 重判? 幾年後出來繼續酒駕 案例不,0
 勝枚舉,0
 看了很難過......,0
 幹他媽的我還等著再抱他大腿，酒駕到,1
 底何時修法,0
 真的很可惡!早該修法重罰到沒人敢酒駕了!,0
 酒駕唯一死刑啦幹,1
 重判3年 緩刑7年 得易課罰酒,0
 酒駕都垃圾,1
 一命還一命啊,0
 酒駕撞死人一律死刑,0
 怎不修法，垃圾立委一堆,1
 酒駕都爛人，天打雷劈,1
 已無感 只希望下一個受害的是立委,1
" 酒駕就直接認定蓄意殺人就好,台灣法",0
 律,0
 酒駕唯一死刑，違停唯一死刑,0
 看得一肚子火 唉,0
 世代力量請更用力督策出嚴厲酒駕法!,0
 難過....,0
 QQ,0
 真的看到麻痺了～什麼時候才有有能,0
 之人能修法...,0
 大家選的立委修出來的法真棒,1
 現在還支持酒駕黨的 我都當他是垃圾人渣,1
 難過+1 唉,0
 十萬交保,0
 酒駕明明就是蓄意殺人,0
 十萬就可交保!,0
 酒駕天堂，真是棒,1
 殺人犯,0
 修法啦,0
 人渣,1
 酒駕都垃圾,1
 酒駕=蓄意殺人,0
 乾10萬交保,0
 覺得殺人償命才是正道,0
 垃圾,1
 十萬交保？幹！林姓體巡師150萬是怎,1
 樣？,0
 10萬交保10萬交保10萬交保10萬交保10萬交保,0
 酒駕垃圾，政府立法立到哪裡去了,1
 高雄幸福城市,1
 台灣人素質堪憂,1
 印度??,0
 不要亂停就不會收到罰單，這麼簡單,0
 南部  不意外,1
 沒揪,1
 台灣就是不守規矩的反而講話大聲,0
 歧視南部人,1
 南部人垃圾多,1
 南部真的可撥,1
 我以為是中國，原來是高雄阿,1
 未開化地區,1
 犯眾怒跟公然糾眾圍毆根本兩回事 鬼島,1
 違停 為何不順便摸奶,1
 那個影片還被移除 笑死,0
 都住透天了 怎沒有車庫 還是拿來堆東西了,0
 民智未開的鄉下暴民，做錯事還敢打人,1
 台灣素質，哈哈哈,1
 看到沒，高雄人的智商,1
 檢舉還通知你喔 南蠻人崩潰?,1
 不要違停不就好了 大家都喜歡解決提出問,0
 都喜歡檢舉了 不趁機找個好律師 強律師,0
 民智未開,1
 題的人 ㄏㄏ,0
 人民素質如此 真的只能羨慕日本,1
 太幸福啦,1
 https://i.imgur.com/NfqKeZv.jpg,0
 欠打,1
 那一狗票流氓全都告好告滿 該賠多少 該留,1
 南部土人民智未開 真的不意外,1
 希望他不要成為下一個希哲,0
 素質堪憂,1
 他也違停，那你也檢舉他啊,0
 南部台南濃濃人情味,1
 多少案底千萬別手軟 要這些流氓跑法院都跑,1
 乾司法屁事 違規鄉愿靠北哦？,1
 不完了XD,0
 高雄人回家好嗎？別把惡習帶來北部,1
 排放廢水和毒販等也很討厭被檢舉,0
 怎麼沒揪+1,1
 同為台灣人，引以為恥,1
 南部垃圾人真多  違停就是垃圾人,1
 笑死,1
 南部人=支那人 哈哈哈哈哈哈哈,1
 ☎  強國不意外...☎  歐幹是高雄喔☎,1
 酒駕很討厭被抓呀~~~~~,0
 在台灣守法就輸了,1
 高雄支那一家親,1
 蠻夷戎狄 哈哈,1
 南部不意外 智力測驗,1
 要看情形啦 之前有死白目 故意龜速開,1
 高雄素質QQ,1
 希哲,0
  或者並排停車然後再來檢舉跨線超他,0
 水準已經跟支那統一了,1
 車的人 這種被打真的剛好,1
 怎麼沒揪,1
 南部 沒事兒,1
" 在台灣要不違規很難,因為法令很正義",1
 南部 幸福,1
 影片中揍人的全都操台語口音...,0
 南部人真的.. 難怪一堆到北部討生活,1
 突然想路過一下,0
 哈哈 南部水準 可憐喔,1
 一堆把佔社會便宜當作理所當然的人,0
 不守規矩的最大聲,0
 南蠻人,1
 南部水準不意外 喔錯了是台灣人水準不意外,1
 高雄市政府不見了?這還不告不理嗎？,1
 化外之地 都是野蠻人 怕.jpg,1
 南部水準真的不意外,1
 高雄菁英大部分都到外地工作，剩下的有水,0
 準的真的不多,0
