留言內容,答案
 這個就是人民素質啊，你不違停會被檢舉?,1
 去看看南部的社團，智商真的低的很恐怖,1
 南部人水準請留在南部,1
 看某瑜去選高雄就知道,1
 這個為什麼可以扯到不信司法？,0
 就說南部黑道治國了,1
" 原來是高雄豬喔,不意外",1
 一定是南部，不意外,1
 好可憐，做對的事還要被打,0
" 這群人幹嘛用圍毆的, 不會派人每天盯著",0
 未看先猜中國新聞 靠杯 原來是南部,1
" 他,一有違法就拍照下來檢舉",0
 東廠執政20年的地方  並不意外,1
 南部人就是這樣意外嗎,1
 每違法一次就檢舉一次,0
 台灣很多人開車的水準真的不是很高,0
 啥小正義 幹你娘勒,1
 垃圾南部人有南部人的玩法,1
 南部的低端人口真的很多,1
 一直到違停被罰錢不是剛好？打三小,1
 應該把檢舉的打到殘廢才對,1
 南部水準 敢違規就要準備好錢,1
 中部跟南部開車素質世界無敵差 比共匪差,1
 打的好,1
 繼續投貪二代才是真南部人,1
 宜居城市你敢嘴,1
 南部素質真的慘……,1
 自私啊，就是一堆小問題都放下，要什麼法,1
 吉下去直接領年終了,1
 理情、同理心，笑死，違規就是違規。你,0
 看一堆貨車違規臨停、買早餐臨停、公車計,0
 程車硬切、超速被開單、違建，一堆嘴臉,1
 都是啊不止我這樣、擾民、我只是一下下、,0
 所謂的人情味就是違法的味道啦 懂？,1
 不然要停哪、我也是為了生活在那邊吠。每,0
 違規魔人？,1
 個都為了生活好委屈，好有苦衷，講個要,0
 不是xx誰 想xx之類的理由，講個什麼悲慘,0
 那句講三小不小心笑出來,0
 民進黨員不意外,1
 不得已理由風向就會變，大家就會輕輕放下,0
 ，久了就忘了，很多陋習就是這樣養出來,0
 被開罰單還不知道丟臉真的民治未開,1
 ㊣支那呆丸血濃於水 行為這麼像還想獨立㊣,1
 的 ，嚴格執法才是正解，解決無數小問題,0
 下賤的要死，違規魔人敢歡我直接暴,1
 打,0
 ，就只會剩下少數的 大問題而已了。教育,0
 違停垃圾,1
 高雄大寮  幸福城市,1
 操你媽機掰,1
 也超重要，小孩看家人從小被拍超速或違規,0
 不過要滿足自己扭曲的正義，後果也要自負,0
 ，如 果大人只會抱怨這邊拍照很賤、警察,1
 這種每次都要好好說 之後都不會改,0
 卻業績之類的，我看這小孩長大也一樣沒,0
 南部 化外之地 政府都在混的不意外,1
 高雄大寮》南部中的南部,1
 我只是停車一下，誰知道你閃車被撞,0
 水準，真的就是素質水準低落,1
 不違停超難的 一個規定弄到一堆人沒,0
 死，怪我嘍？,0
 辦法遵守 還不知道要檢討規定 現在出,0
 南部人真他媽下賤，畜生之地,1
 看到噓文氣撲撲就是爽，繼續快樂的檢舉~,0
 問題了 法律人又有錢賺了,0
 高雄大寮民和街,0
 其實他們是要送前給他花,0
 南部賤民不意外,1
 一個不知道能索賠多少,0
 南部,1
 我剛剛才檢舉同一台車三次，爽,0
 素質是靠法律教出來的,1
 違規還大聲，不爽你檢舉他啊,1
 南部就是這麼多下賤拉基整天丟臉,1
 歸南部人還很愛日本 照日本玩法 南部人,1
 不知道要崩潰到哪裡去勒,0
 南部人,1
 沒合法停車位就他媽不要買車，要出門沒,1
 低端南部人,1
 停到合法車位就他媽不要違停，去的地方,1
 不好停車就他媽提早出門或不要開車，搭大,1
 眾運輸，至於都有其它理由的話說實話關大,0
 家屁事，沒人應該要為了你違規而有危險,1
 違法刁民,1
 怕,0
 垃圾標題,1
 南部 不意外,1
 用力打用力打!,1
 還不好不是在北部 不然就被分屍惹,1
 這串是釣魚文嗎？一堆自殺帳號,0
 這大概會領賠償費領飽飽的，然後換房子,0
 台灣人邏輯,0
 垃圾,1
 ☎  化外之地 難怪有人吃欠債菊這套☎,1
 台灣人就是中國人 不意外,1
 ☎  支那東廠一家親☎,1
 素質低落 幹 違法還靠北喔幹你娘,1
 告好告滿 爽,1
 違停打檢舉人叫做私刑正義?  這智商...,1
 檢舉人也違停，你也可以檢舉他啊,0
 動手的在檢舉一次,0
 沒車庫沒車位，跟人家學買車幹嘛？,0
 在南部講法律是真的搞笑,1
 南部,1
 告人賺錢了 這和解金肯定不少,0
 南部~,1
 爽,0
 檢舉才是對的...打人的真是垃圾,1
 違規都最大聲，大聲就可搞定,0
 南部水準跟26真的一家親,1
 丹佐華盛頓,0
 違法刁民,1
 垃圾 南部,1
 只聽的清楚 公三小跟不要打了~,0
 高屏溪殺人無罪？,1
 啊～不要打了 不要了啦 嗚嗚,0
 http://i.imgur.com/XizLngt.jpg 檢舉是我玩,0
 過最療愈der手遊，嘻嘻,0
 舒服,0
 南部水準,1
 素質堪憂，做錯事還理直氣壯，打人還自,1
 以為正義，真不要臉,1
 這不就是強國人。,1
 你守規矩不就好了白癡,1
 檢舉魔人=大陸黃安 ，抓白仔的行為，噁,1
 心,0
 違規+打人叫做正義? XDDDDDDDDDD,1
 可憐,0
 我停你家門口~你再來通知我好嗎,0
 贊,0
 他違規你就檢舉回去阿 憑什麼打人?,1
 台南不意外？,1
 還敢笑政治人物 一群刁民,1
 跟支那文革鬥爭有87%像,1
 不亂停誰會檢舉！,0
 違規有理  違停無罪  高雄有自己的玩法,1
 南部素質,1
 記者有事嗎？文組?,1
 真正的問題是條子放任違停吧?,0
 #1RcoA9qp (Gossiping) 素質跟這篇某樓,0
 推文一樣，自私心態一覽無遺，只管自己，,1
 理由一堆,0
 不意外 政府整天都在偷雞摸狗 民眾當然,1
 直接告死這些王八蛋吧,1
 也很容易養成一堆壞習慣,0
 台灣最美的風景  不打死都無罪☺,0
 台灣駕駛人欠檢舉 違停不檢討還怪別人,0
 違法的都特別大聲，亂停車被開單還去打人,0
 FB爆X系列 地區社團真的一堆這種垃圾 通常,1
 鄰居是在教他怎麼做人吧 台灣社會就是,0
 警察不嚴格執行的確是問題，但警察也很可,0
 ，不就8＋9,1
 是社會大學8＋9 水準兩岸一家親,1
 一 群土著,1
 憐，抓一下就一堆違規雜碎吠說只敢抓可,1
 憐民眾、搶業績，抓個違規擺攤阿婆被罵,0
 難怪黑道也能出來選市長 南部智商哈哈,1
 南部水準，怪不得出不了柯p這樣人,1
 說不給人活路,0
 台灣人素質,1
 提告囉,0
 這樣 做人巴結點 才不會被鄰居重新教育,0
 柯講兩岸一家親 dppers還有臉7pupu,1
 果然南部垃圾就是多,1
 動手談和解至少2萬起跳吧,0
 被檢舉不爽人之常情，但是說這是私刑,0
 正義？是說違規的人是正義的？？,0
 南部素養 難怪投dpp,1
 好好說就不違停了嗎  哈哈哈,0
 ryan0714123自己好自為之 檢舉爽啦,0
 南部水準,1
 那黃安你們在罵什麼？人家也只是檢舉台獨,1
 會違規的大多都是自私的 講就會移? 噗,1
 違規停車真的很討厭,0
 南部的正義典範,1
 瀆職官加刁民產生的噁心事,1
 天天被檢舉還是要天天圍停,0
 以為停久了就合法嗎？警察怠惰也是,0
 幫凶,0
 素質有夠差 不要違停都做不到,1
 垃圾居民+垃圾警察水準不意外,1
 厲害了我的國,0
 違規的還敢那麼大聲,0
 中國人水準 不意外,1
 南部人都頭腦簡單,1
 整條巷子都清楚 是檢舉才有違停,0
 幹 自己不遵守法則 還要別人花時間找你？,1
 做錯事還打人 真的民智未開,1
 垃圾 違規還打人,1
 這很DPP， 台灣價值！幸福城市！,1
 低等人種,1
 我覺得重點是天天被檢舉...XD,0
 私刑正義? 被檢舉不爽吧哪有正義,0
 如果不要檢舉 哪來的違停？,0
 讚 小錢打得好XD,0
 找丹佐華盛頓處理啦！,0
 我看警察都用說的，沒多有用啊,0
" ""心懷歧視看誰都是違法""的概念",0
 眼不見為淨 和諧相處,0
 南部人就是這樣,1
 打人就是不對,0
 很多事情喔 不見得要做這麼絕,0
 天天檢舉跟動手覺得都是,0
 如果鄰居長期違停 可以找里長甚至警察勸導,0
 當違法變成傳統習俗 檢舉的就是逆向行駛,0
 噁心,1
 一堆垃圾,1
 你天天違停，我為何不能天天檢舉？,1
" 這就是南部的人情味  ""大家互相一下嘛~""",1
 南部不意外 這種素質真的笑死,1
 有這個報備的動作 勸導無效 再檢舉恰當點,0
 蠻欠打的,1
 南部人意外啥,1
 報備咧，馬上抓到你是爪耙子,0
 這跟不相信司法有啥鳥關係.....,0
 標準的台灣人,1
 佔在理上面 但得理不饒人也不是好事,0
" 柯p智商157,早就說過南北部的選民程度不",0
 以上被檢舉,0
 同,0
 警察不主動抓，民眾當然可以檢舉，不然要,0
 南部不意外,1
 民眾自己找拖吊車把車子拖走嗎？,0
 愛講台語的很多這種......,0
 感覺就一定支持民進黨,1
 南部真的沒救了,1
 台灣最支那的地方,1
 勸導→你有意見是不是?你有意見是不是?,0
 只是違停錯在先 但雙方處理都不好XD,0
 還沒檢舉就黑掉了,0
 或許被打才是最終目的  賺的才快?QQ,0
 違規魔人,0
 不過真的是化外之地  違規還打人XDDDDD,1
 搞不好是XD 挨一頓揍 賺上好幾萬XDDD,0
 八卦版笑人素質低 ㄎㄎ,1
 南部沒法治，只有民粹,1
 可悲,1
 高雄。,0
 紓壓,0
 被打受害者拍拍開個玩笑，快去驗傷吧,0
 反正在南部只要煽情亂嗆就好,1
 還有人不知道 交通違規檢舉沒錢拿的,0
 全台灣只有台北市是中產階級的城市,0
 有沒有料根本不重要,0
 和解金入袋 沒腦子就等著噴錢,1
 沒車位就別買車了,0
 違規魔人氣噗噗,0
 把車停好有那麼難嗎？南部人隨性慣了,1
 這叫隨便,0
 不意外,1
 保護自己優先，敵暗我明，人情要先做好,0
 一堆北七 被驗傷告傷害 划不來啊...,1
 南部人的情商智商,1
 檢舉者自己也違停 你去檢舉他啊zzz,0
 然後背地裡檢舉到爽,0
 如果被糾眾暴打成重傷 甚至影響到行動跟生,0
 其實看他被打還蠻爽的,1
 吵什麼民智未開，顯得自己很優越根本沒用,1
 南部人 最有人情味☺,1
 檢舉賺太少 被打吉一波賺飽飽 計畫通,0
 南部人正常發揮,1
 年終這麼早領,0
 命才可悲 很多事情做法上可以改善,1
 比較好奇為啥會直接說檢舉魔人,0
 自己要亂停是在靠背三小,1
 哈哈哈 南部人水準 自己就不要違規阿,1
 不要亂停不是常識嗎，被抓摸摸鼻子就,0
 好啦,0
 騎山豬也違規檢舉 真該打,1
 幸福國度 怕,1
 還以為中國才會這樣哩,1
 檢舉魔人？ 正義魔人？,0
 有什麼好奇怪 不少台灣人直接亮傢伙跟你,0
 亂停車還有沙包打 幸福,1
 溝通,0
 愛拍還被抓到 顆顆,1
 南部賤畜就是夠下賤,1
 違停自己去跳樓 幹 一堆垃圾,1
 台灣人水準比中國人民銀行一點而已,1
 還蠻爽的,0
 比中國人,1
 還不是因為警察根本不管，高雄很幸福,0
 啊,0
 沒車位就不該讓汽車成長下去,0
 怎麼沒套布袋打,0
 吉起來賺一波囉,0
 不能違停就不幸福了，啾咪^____<,1
 幸福程式,0
 老子沒有違法 老子只有不爽,0
 解決提出問題的人，中國不意外，咦？,1
 人民沒素養的標準示範,1
 顆顆 僥倖心態 下去,1
 南部水準,1
 政府只顧美化市容 管你汽車總量停哪死,1
 不守規矩才是規矩，懂?,0
 都告ㄧ告 和解金賺ㄧ賺再說,0
 南部沒王法,1
 原來正義魔人自己也違規 卻只檢舉別人,1
 噓的只會無腦跟風 最好自己去哪都停好,1
 南部不意外,1
 這個只叫私刑 不是為了正義,0
 難怪DPP不修酒駕 南部人垃圾居多,1
 台南的台男價值,1
 私刑正義愈來嚴重，這代表台灣人不信司法?,0
 這跟不信司法有啥關係...又沒犯法87,1
 化外之地下流南部民智未開低能信眾可悲生,1
 這句在說什麼啊 檢舉魔人有犯啥法?,0
 檢舉違停應該要有獎金，比照丟菸蒂的，,0
 檢舉的勢力一大，違停就自己改善,0
 無腦跟風？我就都停好阿怎樣？,1
 南部狗畜生沒法治觀念不意外,1
 違規垃圾的素質 被檢舉天經地義,1
 違法違規還能大喊私刑正義?,0
 提到酒駕大家都氣得要死 結果同樣危險的,0
 化外之地,1
 一堆違停事件  都有各種理由,0
 台北人才會這麼雞歪,1
 高雄豬的素質咩,1
 南部人水準,1
 台灣素質不意外,1
 爽,0
 知恥近乎勇阿 南部人,1
 民智未開經典案例,1
 私刑正義個屁洨幹，只有自私沒有正義好,1
 嗎幹你娘咧,1
 南部人真的不意外,1
" 違法的喊私刑,真的化外之地",1
 中北部人都被檢舉習慣了日常沒事,1
 悲哀 有錢買車 沒錢買車位,1
 呃，違停84什麼正義吧,0
 操他媽的 他自己違規不會檢舉回去喔,1
 違規在先還打人啊 一群社會敗類,1
 那張圖XDD,0
 私他媽的刑正義 酒駕狗官人渣怎不去打,1
 南部沒水準不意外,1
 不愧是高雄，南部水準，呵呵,1
 直接把南部割讓給支那 反正素質差不多,1
 私刑正義？ 正義在哪,0
 不就沒錢繳罰單在靠杯而已 真廢,0
 違停的人大有問題 戰什麼南北部,0
 凸( ﾟдﾟ)凸重點不看開始戰南北~檢舉,0
 的男子自己也違停,0
" 南部人沒有""人情味""無法存活 快快北漂吧",1
 檢舉違規被圍毆，還有前陣子爐石世界,0
 檢舉的人也違停你檢舉他阿 民智未開…,1
 賽台灣隊作弊一堆人罵上傳證據影片的,0
 只能說這個素質...,1
  https://i.imgur.com/lGJhv15.jpg,0
 智障嗎 這哪是正義 馬的,1
 劣幣驅逐良幣,1
 我支持把打人的平頭8+9都抓去關 但是,1
 檢舉人的要不要被查一下家門車庫有沒,0
 有二次施工違建 要不要拆掉?,0
 公平一點,0
 檢舉的男子自己也違停?,0
 公平就檢舉回去啊 笑死 南部人還真的都,1
 覺得用打人解決就對了,0
 不意外，我認識的中國人都比他們守法。,1
 南部人不意外,1
 這種正義在哪？ 遇到凶一點的拿刀反擊,0
 低能兒快笑死素質比大陸還低,1
 舊房子設計上並沒設計車位 ...,0
 違停的狗雜碎還這麼囂張 垃圾,1
 高雄沒救了,1
 他違停就檢舉回去啊 不要違規就沒罰單,0
 私刑＂正義＂?影片中被私刑的才是正義的,0
 私刑正義???哪有正義  明明自己違規,0
 一方吧,0
 沒車位就不要買車，不然就自己去額外租,0
 這道理小學生都知道,0
 車位，真的該汽車總量管制，去得地方不好,0
 停車就去搭大眾運輸，理由不要這麼多，,0
 不是說要遵守法規 那把家門口明顯違建,0
 蛤！大眾運輸也不方便？關大家屁事，違規,0
 就是違規,0
 的車庫拆了啊 不要說一套做一套,0
 整個台灣都這樣吧  台北也是違停一,0
 堆,0
 違停繳不起罰單腦怒有夠低能 不要違規他,1
 檢舉是會怎樣 白痴,1
 貪圖方便的拉基,1
 台灣一堆垃圾不守法，違規都比別人大聲,1
 真希望能嚴格抓違規違建，罰個你好幾個,0
 月薪水，市容會好很多,0
 打人也不用抓去坐牢  台灣法律真棒,1
 哈哈南部還敢檢舉 不想活了,1
 違規還動手打人...素質有待加強,1
" 解決不了問題,就解決提出問題的人",0
 低端人民 無法溝通,1
 被打也是種幸福 高雄 你敢嘴?,1
 這標題跟內文 彰顯記者的素質垃圾,1
 素質低落，無恥垃圾,1
 厲害了 你的幸福城市,0
 吉好吉滿 提早領年終 恭喜,0
 其實大家分一分也沒多少錢 只是想打他吧,0
 南部人的腦根本就是品質保證,1
 高雄喔 算了吧 要好好停車應該會要了,0
 他們命吧,0
 民智未開，違規被檢舉還敢打人，丟臉,1
 南部水準不意外啊,1
 他一定沒有台灣價值 高雄不意外,1
 訴諸暴力MDLG,0
 連交通號誌都參考用了是期待什麼,1
 跟非洲 中東暴民蠻像的,1
 療癒,0
 南部猴子佔地為王,1
 天天有人閃車被碾死  全台灣一樣幸福,0
 一群違停魔人,0
 真可怕,0
 幹你X的這不叫私刑正義 就是一群敗類搞,1
 私刑而已 跟正義完全扯不上關係,0
 檢舉都魔人 違規都聖人,0
 真幸福,0
 準備去坐牢吧,0
 不ey啦 臺灣跟中國同源同種欸,1
 三寶魔人,1
 希望這些違停魔人的小孩被違停害死或殘廢,1
 違規亂紀的都活該被罰好嗎,0
 影片都有了，告好告滿，該收的傷害費都拿,0
 屆時就不要上電視哭哭,0
 違停素質就是如此,1
 告死他們然後拿錢搬家,0
 私刑（O) 正義 (X),0
 魔你媽,1
 南部閩南人真的很爛,1
 違規魔人好意思叫別人是檢舉魔人。這年頭,0
 壞人都比較大聲,0
 吉好吉滿，爽拿年終,0
 西瓜國的素質！,1
 垃圾違規魔人，成年了還這麼無知，可恥,1
 高雄違規停車到處都是，又常年不見取締,0
 。,0
 南部很多這種垃圾人,1
 不違法能檢舉嗎？,0
 垃圾還不准人家說你是垃圾咧,1
 這時候只出嘴的正義魔人不見了啊? 只有應該??,0
 南部一堆垃圾亂停車 ，以為自己家 系後,1
 不要戰南北好嗎 三蘆也一堆都深綠票倉,0
 反串哦 三蘆水準跟影片差不多,1
 錯的要變成對的了! 喔吼,0
 一堆人很假掰    我支持打死那個抓耙子,1
 做錯事還敢大聲跟打人 民智未開,1
 台灣人的素質就是這樣啊,1
 菜逼八，要整人多的是方法可以玩，,1
 玩到對方精神耗弱，直接打還不被吉,0
 爆？,0
 違停被檢舉還打人，禮義廉恥呢?,1
 低開發國家,1
 南部水準,1
 檢舉魔人:自己違規沒關係 去檢舉別人,1
 南部不意外,1
 可悲,1
 南部人,1
 魔人可以違規 但別人違規要檢舉 好棒棒!,1
 南部,1
 ZZ他自己都違停,0
 違停還敢打人喔,0
 還檢舉魔人咧  你他媽就犯法才有辦法檢,1
 舉,0
 打人那一群看起來被檢舉活該..,1
 看起來也不是什麼善類,0
 廢物真垃圾,1
 自己違法還打人  國家沒有法律了XD,0
 南部人可撥,1
 馬的垃圾自己亂停別人有義務先通知你喔肏,1
 你個蛋,0
 南部流氓比正常人多,1
 水準低落不意外,1
 全部吉一吉 又要噴錢了 哭哭,0
 搶銀行先通知你把錢還回去就沒事了?,1
 人情味,1
 腦殘 還特別通知你叫你移? 違規當皇帝?,1
 解決提出問題的人,0
 臺灣人真的很可悲,1
" 又多了7,8個人可以告了",0
 違規垃圾不意外,1
 不意外,0
 檢舉可以 被檢舉不行,0
 南部__,1
 http://i.imgur.com/LkDcrIy.jpg,0
 通知就會移嗎 XD 我看先被暴打一頓嗎,0
 支那人的賤種,1
 被罰這麼多次都不移了 還先通知,0
 高雄,0
 民智未開 難怪選舉集體失智,1
 可見得這些人錢也不少啊 都罰不怕,0
 高雄到處滿滿違停和色情按摩,1
 強國不EY,1
 554樓……,0
 暴民   全抓去關吧 台灣就是缺這些有正義,1
 感的人。,0
 這些人犯法為什麼還敢打人啊？,0
 刁民,1
 雖然暴力不對，不過大概可以猜到被打的,0
 人平常做人多失敗XD,1
 高雄就一堆流氓、草包取暖地，意外嗎？,1
 投資有風險,0
 肏他媽的南部人嘴臉 違規在先還敢怕人,1
 檢舉幹,1
 垃圾南部人 一堆吃屎長大的,1
 一群垃圾,1
 可悲,1
 不要違規就沒辦法被檢舉,0
 幸福的水平,0
 他附近也住不下去吧,0
 公民水準之低落可見一斑,1
 新聞怎麼不敢說超多留言都在罵檢舉人,0
 ？,0
 蠻夷閩南人,1
 這年頭越是違規犯法的人越大聲,0
 https://goo.gl/CiMUqE,0
 然後一個新的鄭捷誕生,1
 違規魔人,0
 違規還有臉？,1
 可悲台灣人 違法講話最大聲,1
 記者就助長這種垃圾風氣呀 違停就爛人,1
 民智未開的南部,1
 南部豪可怕 沒法治的地方,1
 幹沒揪喔 我最愛打檢舉魔人道德魔人,1
 幸福國不意外啊，化外之民,0
 罰單不過癮還要刑事罰金？,0
 高雄不意外,1
 真的民智未開 真的通知你也會被你罵好嗎,1
 魔人違規也檢舉回去呀,0
 南部水準不意外 垃圾特別多,1
 不過會有這種問題 大都是執法不嚴,0
 爽 再檢舉 就打斷鼻樑 垃圾刁民,1
 為啥會知道誰檢舉的？垃圾違規就是要罰到,1
 脫褲,0
 亂停被檢舉剛好而已,0
 違規還有臉打人??什麼白痴腦,1
 打人者再吃一條傷害罪 這就是刑法了,0
 台獨合法啊 違規不合法 樓上拿黃安舉例的,0
 是?,0
 南蠻日常,1
 蠻邦,1
 再加一個傷害 賺,0
 不虧,0
 一群原始人,1
 講私刑的是搞不清楚狀況，私刑被「,0
 刑」的是犯罪方，跟這種自己違法還,0
 去「刑」檢舉者不一樣。檢舉人的行,0
 為很誇張到白目的程度是一回事，但,0
 只要錯的是違規者，那違規又先動手,0
 就是錯了，沒什麼可講的,0
 笑死 沒車庫還敢買車 三寶,1
 推文一堆未受教化的違規屁孩...,1
 剛好傷害再告下去 年終都有了,0
 錯上加錯,0
 等失火出事，消防、救護車被擋在遠方就,0
 知道了,0
 噁心違規魔人,1
 自己做錯事還怪檢舉的人 哪招,0
 高雄不意外zz,1
 南部垃圾 哈哈,1
 打人要被告到脫褲了,0
 不見得要做這麼絕不就他媽人情味好棒棒,1
 南部真幸福,1
 違停在那邊大聲,0
 告死他,0
 做錯事的喊最大聲zz,0
 幸福,0
 北部人好了啦,0
 檢舉還要通知你那他媽叫什麼檢舉？,1
 溫馨,1
 真的素質堪慮,1
 南部就是資進黨的大本營,1
 最像支那的人都在南部 好噁心,1
" 難怪南部綠的特別多 @@""",1
 南部理盲濫情不意外,1
 被檢舉就能動手傷人，被警察開單怎麼不,0
 動手？這社會還有公理嗎？,0
 南部 垃圾多不意外,1
 在台灣，守法的人跟智障一樣,1
 法律有問題，法律不得民心，法律要修,0
 那些打人的都八卦鄉民吧,1
 不是不信司法 是貪圖方便而已！,0
 垃圾，這個社會沒救了，南部沒救了,1
 幹你娘，這些人應該全部槍斃，違法還打,1
 人，不愧是幸福城市,1
 這種智商 難怪可以選出陳菊這種咖小,1
 還有lie清德,1
 直接開吉了啦,0
 大寮鼻意外,1
 哈哈哈 違停水準,1
 要法律幹什麼呢 笑死,1
 違規還敢打人喔 這素質蒸蚌,1
 化外之地,1
 哈哈舒壓,1
 沒救了,1
 高雄素質,1
 全台灣人民一大堆不都這種德性,1
 幸福城市不意外 違法違規最大聲,1
 台人素質堪憂,1
 一群無理講不過只會動手的蠻人,1
 高雄人正常發揮,1
 吉死他們,0
 這些不講道理的就跟硬要扯南北人的邏,1
 輯差不多,0
 暴民，可以提告聚眾傷害罪，聚眾鬥毆,1
 南部人是＿＿,1
 高雄不意外，化外之地,1
 哈哈哈哈哈哈活該,1
 抓耙子、正義魔人......記者用詞真棒,0
 南部意外嗎 資進黨統治的化外之地,1
 違規停車的善良人 慘遭檢舉魔人長期欺,1
 壓 積累不滿之下一怒動手執行正義QQ,1
 化外之地,1
 檢舉賺這麼少 被打可以賺半年績效了,0
 檢舉違停根本不會賺錢 被打倒是可以告,0
 為啥要通知 罰一下最聽話 人就是犯賤,1
 不然一堆人幹麻暴跳如雷 就是被罰 心會痛,0
 被打的人一定要告死打人的 自己違停還大,0
 聲,0
 南部人哦......算了啦......,1
 南部人是不是跟支那一樣都沒讀書,1
 自己違停不惡質 幹,1
 會違停的素質本來就8+9,1
 「要檢舉時，為什麼不通知一下移車？」,0
 這邏輯XDDDDD,0
 一堆違停垃圾 違停哪天改善 台灣才有,1
 素質低落 非常沒水準 台灣最美風景,1
 垃圾，不要違法就不用怕檢舉,1
 鄉愿歪理又動手被拍 就知道智商高低了,1
 理虧還打人 支持正義哥  死他們,0
 罰完下次還不是一樣違停 素質惡劣,1
 南蠻人,1
 被腦殘罵腦殘 有夠雖,1
 圍停就垃圾啊 噁心,1
 濁水溪以南沒有法律 笑死,1
 以為是共媒發的中國新聞,1
 重點不是檢舉 是當咬北阿,0
 支持告翻這些台灣刁,1
 不通知一下移車？別違停不就沒事了?,0
 低端南部人...,1
 低端高雄人,1
 不守規矩還敢打人啊,0
 垃圾 台灣真的一堆惡霸 我老家鄰居也是,1
 建議告死他們 拿錢搬家 感謝有人錄,0
 幹，那一堆智障違規魔人咧，心存僥倖,1
 還敢靠北靠木,1
 可憐，素質低,1
 祝福愛違規的人罰單接不完,0
 身為高雄人，我很替這些人覺得丟臉,0
